"AGEGROUP","SEX","MUNTY","POPULATION","REGION","PROVINCE","DISTRICT","CD_REFNIS"
"80-89","All","Sint-Pieters-Leeuw",1626,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"90+","All","Sint-Pieters-Leeuw",344,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"All","All","Sint-Pieters-Leeuw",34621,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"0-9","F","Sint-Pieters-Woluwe",2458,"Brussels","Brussel","Brussel-Hoofdstad",21019
"10-19","F","Sint-Pieters-Woluwe",2435,"Brussels","Brussel","Brussel-Hoofdstad",21019
"20-29","F","Sint-Pieters-Woluwe",2550,"Brussels","Brussel","Brussel-Hoofdstad",21019
"30-39","F","Sint-Pieters-Woluwe",2736,"Brussels","Brussel","Brussel-Hoofdstad",21019
"40-49","F","Sint-Pieters-Woluwe",3204,"Brussels","Brussel","Brussel-Hoofdstad",21019
"50-59","F","Sint-Pieters-Woluwe",2940,"Brussels","Brussel","Brussel-Hoofdstad",21019
"60-69","F","Sint-Pieters-Woluwe",2375,"Brussels","Brussel","Brussel-Hoofdstad",21019
"70-79","F","Sint-Pieters-Woluwe",1791,"Brussels","Brussel","Brussel-Hoofdstad",21019
"80-89","F","Sint-Pieters-Woluwe",1406,"Brussels","Brussel","Brussel-Hoofdstad",21019
"90+","F","Sint-Pieters-Woluwe",542,"Brussels","Brussel","Brussel-Hoofdstad",21019
"All","F","Sint-Pieters-Woluwe",22437,"Brussels","Brussel","Brussel-Hoofdstad",21019
"0-9","M","Sint-Pieters-Woluwe",2500,"Brussels","Brussel","Brussel-Hoofdstad",21019
"10-19","M","Sint-Pieters-Woluwe",2448,"Brussels","Brussel","Brussel-Hoofdstad",21019
"20-29","M","Sint-Pieters-Woluwe",2483,"Brussels","Brussel","Brussel-Hoofdstad",21019
"30-39","M","Sint-Pieters-Woluwe",2438,"Brussels","Brussel","Brussel-Hoofdstad",21019
"40-49","M","Sint-Pieters-Woluwe",2800,"Brussels","Brussel","Brussel-Hoofdstad",21019
"50-59","M","Sint-Pieters-Woluwe",2706,"Brussels","Brussel","Brussel-Hoofdstad",21019
"60-69","M","Sint-Pieters-Woluwe",1973,"Brussels","Brussel","Brussel-Hoofdstad",21019
"70-79","M","Sint-Pieters-Woluwe",1300,"Brussels","Brussel","Brussel-Hoofdstad",21019
"80-89","M","Sint-Pieters-Woluwe",794,"Brussels","Brussel","Brussel-Hoofdstad",21019
"90+","M","Sint-Pieters-Woluwe",240,"Brussels","Brussel","Brussel-Hoofdstad",21019
"All","M","Sint-Pieters-Woluwe",19682,"Brussels","Brussel","Brussel-Hoofdstad",21019
"0-9","All","Sint-Pieters-Woluwe",4958,"Brussels","Brussel","Brussel-Hoofdstad",21019
"10-19","All","Sint-Pieters-Woluwe",4883,"Brussels","Brussel","Brussel-Hoofdstad",21019
"20-29","All","Sint-Pieters-Woluwe",5033,"Brussels","Brussel","Brussel-Hoofdstad",21019
"30-39","All","Sint-Pieters-Woluwe",5174,"Brussels","Brussel","Brussel-Hoofdstad",21019
"40-49","All","Sint-Pieters-Woluwe",6004,"Brussels","Brussel","Brussel-Hoofdstad",21019
"50-59","All","Sint-Pieters-Woluwe",5646,"Brussels","Brussel","Brussel-Hoofdstad",21019
"60-69","All","Sint-Pieters-Woluwe",4348,"Brussels","Brussel","Brussel-Hoofdstad",21019
"70-79","All","Sint-Pieters-Woluwe",3091,"Brussels","Brussel","Brussel-Hoofdstad",21019
"80-89","All","Sint-Pieters-Woluwe",2200,"Brussels","Brussel","Brussel-Hoofdstad",21019
"90+","All","Sint-Pieters-Woluwe",782,"Brussels","Brussel","Brussel-Hoofdstad",21019
"All","All","Sint-Pieters-Woluwe",42119,"Brussels","Brussel","Brussel-Hoofdstad",21019
"0-9","F","Sint-Truiden",1742,"Flanders","Limburg","Hasselt",71053
"10-19","F","Sint-Truiden",1897,"Flanders","Limburg","Hasselt",71053
"20-29","F","Sint-Truiden",2125,"Flanders","Limburg","Hasselt",71053
"30-39","F","Sint-Truiden",2424,"Flanders","Limburg","Hasselt",71053
"40-49","F","Sint-Truiden",2615,"Flanders","Limburg","Hasselt",71053
"50-59","F","Sint-Truiden",3154,"Flanders","Limburg","Hasselt",71053
"60-69","F","Sint-Truiden",2906,"Flanders","Limburg","Hasselt",71053
"70-79","F","Sint-Truiden",2165,"Flanders","Limburg","Hasselt",71053
"80-89","F","Sint-Truiden",1262,"Flanders","Limburg","Hasselt",71053
"90+","F","Sint-Truiden",336,"Flanders","Limburg","Hasselt",71053
"All","F","Sint-Truiden",20626,"Flanders","Limburg","Hasselt",71053
"0-9","M","Sint-Truiden",1834,"Flanders","Limburg","Hasselt",71053
"10-19","M","Sint-Truiden",2070,"Flanders","Limburg","Hasselt",71053
"20-29","M","Sint-Truiden",2202,"Flanders","Limburg","Hasselt",71053
"30-39","M","Sint-Truiden",2420,"Flanders","Limburg","Hasselt",71053
"40-49","M","Sint-Truiden",2620,"Flanders","Limburg","Hasselt",71053
"50-59","M","Sint-Truiden",3182,"Flanders","Limburg","Hasselt",71053
"60-69","M","Sint-Truiden",2834,"Flanders","Limburg","Hasselt",71053
"70-79","M","Sint-Truiden",1906,"Flanders","Limburg","Hasselt",71053
"80-89","M","Sint-Truiden",858,"Flanders","Limburg","Hasselt",71053
"90+","M","Sint-Truiden",120,"Flanders","Limburg","Hasselt",71053
"All","M","Sint-Truiden",20046,"Flanders","Limburg","Hasselt",71053
"0-9","All","Sint-Truiden",3576,"Flanders","Limburg","Hasselt",71053
"10-19","All","Sint-Truiden",3967,"Flanders","Limburg","Hasselt",71053
"20-29","All","Sint-Truiden",4327,"Flanders","Limburg","Hasselt",71053
"30-39","All","Sint-Truiden",4844,"Flanders","Limburg","Hasselt",71053
"40-49","All","Sint-Truiden",5235,"Flanders","Limburg","Hasselt",71053
"50-59","All","Sint-Truiden",6336,"Flanders","Limburg","Hasselt",71053
"60-69","All","Sint-Truiden",5740,"Flanders","Limburg","Hasselt",71053
"70-79","All","Sint-Truiden",4071,"Flanders","Limburg","Hasselt",71053
"80-89","All","Sint-Truiden",2120,"Flanders","Limburg","Hasselt",71053
"90+","All","Sint-Truiden",456,"Flanders","Limburg","Hasselt",71053
"All","All","Sint-Truiden",40672,"Flanders","Limburg","Hasselt",71053
"0-9","F","Sivry-Rance",260,"Wallonia","Hainaut","Thuin",56088
"10-19","F","Sivry-Rance",278,"Wallonia","Hainaut","Thuin",56088
"20-29","F","Sivry-Rance",254,"Wallonia","Hainaut","Thuin",56088
"30-39","F","Sivry-Rance",300,"Wallonia","Hainaut","Thuin",56088
"40-49","F","Sivry-Rance",295,"Wallonia","Hainaut","Thuin",56088
"50-59","F","Sivry-Rance",350,"Wallonia","Hainaut","Thuin",56088
"60-69","F","Sivry-Rance",348,"Wallonia","Hainaut","Thuin",56088
"70-79","F","Sivry-Rance",198,"Wallonia","Hainaut","Thuin",56088
"80-89","F","Sivry-Rance",125,"Wallonia","Hainaut","Thuin",56088
"90+","F","Sivry-Rance",30,"Wallonia","Hainaut","Thuin",56088
"All","F","Sivry-Rance",2438,"Wallonia","Hainaut","Thuin",56088
"0-9","M","Sivry-Rance",238,"Wallonia","Hainaut","Thuin",56088
"10-19","M","Sivry-Rance",304,"Wallonia","Hainaut","Thuin",56088
"20-29","M","Sivry-Rance",280,"Wallonia","Hainaut","Thuin",56088
"30-39","M","Sivry-Rance",289,"Wallonia","Hainaut","Thuin",56088
"40-49","M","Sivry-Rance",279,"Wallonia","Hainaut","Thuin",56088
"50-59","M","Sivry-Rance",331,"Wallonia","Hainaut","Thuin",56088
"60-69","M","Sivry-Rance",322,"Wallonia","Hainaut","Thuin",56088
"70-79","M","Sivry-Rance",199,"Wallonia","Hainaut","Thuin",56088
"80-89","M","Sivry-Rance",101,"Wallonia","Hainaut","Thuin",56088
"90+","M","Sivry-Rance",13,"Wallonia","Hainaut","Thuin",56088
"All","M","Sivry-Rance",2356,"Wallonia","Hainaut","Thuin",56088
"0-9","All","Sivry-Rance",498,"Wallonia","Hainaut","Thuin",56088
"10-19","All","Sivry-Rance",582,"Wallonia","Hainaut","Thuin",56088
"20-29","All","Sivry-Rance",534,"Wallonia","Hainaut","Thuin",56088
"30-39","All","Sivry-Rance",589,"Wallonia","Hainaut","Thuin",56088
"40-49","All","Sivry-Rance",574,"Wallonia","Hainaut","Thuin",56088
"50-59","All","Sivry-Rance",681,"Wallonia","Hainaut","Thuin",56088
"60-69","All","Sivry-Rance",670,"Wallonia","Hainaut","Thuin",56088
"70-79","All","Sivry-Rance",397,"Wallonia","Hainaut","Thuin",56088
"80-89","All","Sivry-Rance",226,"Wallonia","Hainaut","Thuin",56088
"90+","All","Sivry-Rance",43,"Wallonia","Hainaut","Thuin",56088
"All","All","Sivry-Rance",4794,"Wallonia","Hainaut","Thuin",56088
"0-9","F","Soignies",1377,"Wallonia","Hainaut","Soignies",55040
"10-19","F","Soignies",1742,"Wallonia","Hainaut","Soignies",55040
"20-29","F","Soignies",1646,"Wallonia","Hainaut","Soignies",55040
"30-39","F","Soignies",1718,"Wallonia","Hainaut","Soignies",55040
"40-49","F","Soignies",2027,"Wallonia","Hainaut","Soignies",55040
"50-59","F","Soignies",2027,"Wallonia","Hainaut","Soignies",55040
"60-69","F","Soignies",1701,"Wallonia","Hainaut","Soignies",55040
"70-79","F","Soignies",1230,"Wallonia","Hainaut","Soignies",55040
"80-89","F","Soignies",769,"Wallonia","Hainaut","Soignies",55040
"90+","F","Soignies",277,"Wallonia","Hainaut","Soignies",55040
"All","F","Soignies",14514,"Wallonia","Hainaut","Soignies",55040
"0-9","M","Soignies",1535,"Wallonia","Hainaut","Soignies",55040
"10-19","M","Soignies",1850,"Wallonia","Hainaut","Soignies",55040
"20-29","M","Soignies",1585,"Wallonia","Hainaut","Soignies",55040
"30-39","M","Soignies",1699,"Wallonia","Hainaut","Soignies",55040
"40-49","M","Soignies",1926,"Wallonia","Hainaut","Soignies",55040
"50-59","M","Soignies",2092,"Wallonia","Hainaut","Soignies",55040
"60-69","M","Soignies",1574,"Wallonia","Hainaut","Soignies",55040
"70-79","M","Soignies",1004,"Wallonia","Hainaut","Soignies",55040
"80-89","M","Soignies",413,"Wallonia","Hainaut","Soignies",55040
"90+","M","Soignies",79,"Wallonia","Hainaut","Soignies",55040
"All","M","Soignies",13757,"Wallonia","Hainaut","Soignies",55040
"0-9","All","Soignies",2912,"Wallonia","Hainaut","Soignies",55040
"10-19","All","Soignies",3592,"Wallonia","Hainaut","Soignies",55040
"20-29","All","Soignies",3231,"Wallonia","Hainaut","Soignies",55040
"30-39","All","Soignies",3417,"Wallonia","Hainaut","Soignies",55040
"40-49","All","Soignies",3953,"Wallonia","Hainaut","Soignies",55040
"50-59","All","Soignies",4119,"Wallonia","Hainaut","Soignies",55040
"60-69","All","Soignies",3275,"Wallonia","Hainaut","Soignies",55040
"70-79","All","Soignies",2234,"Wallonia","Hainaut","Soignies",55040
"80-89","All","Soignies",1182,"Wallonia","Hainaut","Soignies",55040
"90+","All","Soignies",356,"Wallonia","Hainaut","Soignies",55040
"All","All","Soignies",28271,"Wallonia","Hainaut","Soignies",55040
"0-9","F","Sombreffe",475,"Wallonia","Namur","Namur",92114
"10-19","F","Sombreffe",555,"Wallonia","Namur","Namur",92114
"20-29","F","Sombreffe",452,"Wallonia","Namur","Namur",92114
"30-39","F","Sombreffe",540,"Wallonia","Namur","Namur",92114
"40-49","F","Sombreffe",638,"Wallonia","Namur","Namur",92114
"50-59","F","Sombreffe",627,"Wallonia","Namur","Namur",92114
"60-69","F","Sombreffe",454,"Wallonia","Namur","Namur",92114
"70-79","F","Sombreffe",305,"Wallonia","Namur","Namur",92114
"80-89","F","Sombreffe",193,"Wallonia","Namur","Namur",92114
"90+","F","Sombreffe",38,"Wallonia","Namur","Namur",92114
"All","F","Sombreffe",4277,"Wallonia","Namur","Namur",92114
"0-9","M","Sombreffe",492,"Wallonia","Namur","Namur",92114
"10-19","M","Sombreffe",596,"Wallonia","Namur","Namur",92114
"20-29","M","Sombreffe",500,"Wallonia","Namur","Namur",92114
"30-39","M","Sombreffe",497,"Wallonia","Namur","Namur",92114
"40-49","M","Sombreffe",628,"Wallonia","Namur","Namur",92114
"50-59","M","Sombreffe",629,"Wallonia","Namur","Namur",92114
"60-69","M","Sombreffe",471,"Wallonia","Namur","Namur",92114
"70-79","M","Sombreffe",268,"Wallonia","Namur","Namur",92114
"80-89","M","Sombreffe",103,"Wallonia","Namur","Namur",92114
"90+","M","Sombreffe",19,"Wallonia","Namur","Namur",92114
"All","M","Sombreffe",4203,"Wallonia","Namur","Namur",92114
"0-9","All","Sombreffe",967,"Wallonia","Namur","Namur",92114
"10-19","All","Sombreffe",1151,"Wallonia","Namur","Namur",92114
"20-29","All","Sombreffe",952,"Wallonia","Namur","Namur",92114
"30-39","All","Sombreffe",1037,"Wallonia","Namur","Namur",92114
"40-49","All","Sombreffe",1266,"Wallonia","Namur","Namur",92114
"50-59","All","Sombreffe",1256,"Wallonia","Namur","Namur",92114
"60-69","All","Sombreffe",925,"Wallonia","Namur","Namur",92114
"70-79","All","Sombreffe",573,"Wallonia","Namur","Namur",92114
"80-89","All","Sombreffe",296,"Wallonia","Namur","Namur",92114
"90+","All","Sombreffe",57,"Wallonia","Namur","Namur",92114
"All","All","Sombreffe",8480,"Wallonia","Namur","Namur",92114
"0-9","F","Somme-Leuze",336,"Wallonia","Namur","Dinant",91120
"10-19","F","Somme-Leuze",344,"Wallonia","Namur","Dinant",91120
"20-29","F","Somme-Leuze",321,"Wallonia","Namur","Dinant",91120
"30-39","F","Somme-Leuze",384,"Wallonia","Namur","Dinant",91120
"40-49","F","Somme-Leuze",382,"Wallonia","Namur","Dinant",91120
"50-59","F","Somme-Leuze",423,"Wallonia","Namur","Dinant",91120
"60-69","F","Somme-Leuze",325,"Wallonia","Namur","Dinant",91120
"70-79","F","Somme-Leuze",220,"Wallonia","Namur","Dinant",91120
"80-89","F","Somme-Leuze",123,"Wallonia","Namur","Dinant",91120
"90+","F","Somme-Leuze",35,"Wallonia","Namur","Dinant",91120
"All","F","Somme-Leuze",2893,"Wallonia","Namur","Dinant",91120
"0-9","M","Somme-Leuze",353,"Wallonia","Namur","Dinant",91120
"10-19","M","Somme-Leuze",344,"Wallonia","Namur","Dinant",91120
"20-29","M","Somme-Leuze",349,"Wallonia","Namur","Dinant",91120
"30-39","M","Somme-Leuze",385,"Wallonia","Namur","Dinant",91120
"40-49","M","Somme-Leuze",357,"Wallonia","Namur","Dinant",91120
"50-59","M","Somme-Leuze",458,"Wallonia","Namur","Dinant",91120
"60-69","M","Somme-Leuze",349,"Wallonia","Namur","Dinant",91120
"70-79","M","Somme-Leuze",207,"Wallonia","Namur","Dinant",91120
"80-89","M","Somme-Leuze",89,"Wallonia","Namur","Dinant",91120
"90+","M","Somme-Leuze",15,"Wallonia","Namur","Dinant",91120
"All","M","Somme-Leuze",2906,"Wallonia","Namur","Dinant",91120
"0-9","All","Somme-Leuze",689,"Wallonia","Namur","Dinant",91120
"10-19","All","Somme-Leuze",688,"Wallonia","Namur","Dinant",91120
"20-29","All","Somme-Leuze",670,"Wallonia","Namur","Dinant",91120
"30-39","All","Somme-Leuze",769,"Wallonia","Namur","Dinant",91120
"40-49","All","Somme-Leuze",739,"Wallonia","Namur","Dinant",91120
"50-59","All","Somme-Leuze",881,"Wallonia","Namur","Dinant",91120
"60-69","All","Somme-Leuze",674,"Wallonia","Namur","Dinant",91120
"70-79","All","Somme-Leuze",427,"Wallonia","Namur","Dinant",91120
"80-89","All","Somme-Leuze",212,"Wallonia","Namur","Dinant",91120
"90+","All","Somme-Leuze",50,"Wallonia","Namur","Dinant",91120
"All","All","Somme-Leuze",5799,"Wallonia","Namur","Dinant",91120
"0-9","F","Soumagne",934,"Wallonia","Liège","Liège",62099
"10-19","F","Soumagne",1047,"Wallonia","Liège","Liège",62099
"20-29","F","Soumagne",998,"Wallonia","Liège","Liège",62099
"30-39","F","Soumagne",1051,"Wallonia","Liège","Liège",62099
"40-49","F","Soumagne",1167,"Wallonia","Liège","Liège",62099
"50-59","F","Soumagne",1159,"Wallonia","Liège","Liège",62099
"60-69","F","Soumagne",1128,"Wallonia","Liège","Liège",62099
"70-79","F","Soumagne",785,"Wallonia","Liège","Liège",62099
"80-89","F","Soumagne",391,"Wallonia","Liège","Liège",62099
"90+","F","Soumagne",98,"Wallonia","Liège","Liège",62099
"All","F","Soumagne",8758,"Wallonia","Liège","Liège",62099
"0-9","M","Soumagne",838,"Wallonia","Liège","Liège",62099
"10-19","M","Soumagne",1138,"Wallonia","Liège","Liège",62099
"20-29","M","Soumagne",1054,"Wallonia","Liège","Liège",62099
"30-39","M","Soumagne",996,"Wallonia","Liège","Liège",62099
"40-49","M","Soumagne",1120,"Wallonia","Liège","Liège",62099
"50-59","M","Soumagne",1140,"Wallonia","Liège","Liège",62099
"60-69","M","Soumagne",1038,"Wallonia","Liège","Liège",62099
"70-79","M","Soumagne",656,"Wallonia","Liège","Liège",62099
"80-89","M","Soumagne",262,"Wallonia","Liège","Liège",62099
"90+","M","Soumagne",40,"Wallonia","Liège","Liège",62099
"All","M","Soumagne",8282,"Wallonia","Liège","Liège",62099
"0-9","All","Soumagne",1772,"Wallonia","Liège","Liège",62099
"10-19","All","Soumagne",2185,"Wallonia","Liège","Liège",62099
"20-29","All","Soumagne",2052,"Wallonia","Liège","Liège",62099
"30-39","All","Soumagne",2047,"Wallonia","Liège","Liège",62099
"40-49","All","Soumagne",2287,"Wallonia","Liège","Liège",62099
"50-59","All","Soumagne",2299,"Wallonia","Liège","Liège",62099
"60-69","All","Soumagne",2166,"Wallonia","Liège","Liège",62099
"70-79","All","Soumagne",1441,"Wallonia","Liège","Liège",62099
"80-89","All","Soumagne",653,"Wallonia","Liège","Liège",62099
"90+","All","Soumagne",138,"Wallonia","Liège","Liège",62099
"All","All","Soumagne",17040,"Wallonia","Liège","Liège",62099
"0-9","F","Spa",428,"Wallonia","Liège","Verviers",63072
"10-19","F","Spa",531,"Wallonia","Liège","Verviers",63072
"20-29","F","Spa",576,"Wallonia","Liège","Verviers",63072
"30-39","F","Spa",521,"Wallonia","Liège","Verviers",63072
"40-49","F","Spa",563,"Wallonia","Liège","Verviers",63072
"50-59","F","Spa",711,"Wallonia","Liège","Verviers",63072
"60-69","F","Spa",806,"Wallonia","Liège","Verviers",63072
"70-79","F","Spa",564,"Wallonia","Liège","Verviers",63072
"80-89","F","Spa",411,"Wallonia","Liège","Verviers",63072
"90+","F","Spa",126,"Wallonia","Liège","Verviers",63072
"All","F","Spa",5237,"Wallonia","Liège","Verviers",63072
"0-9","M","Spa",424,"Wallonia","Liège","Verviers",63072
"10-19","M","Spa",516,"Wallonia","Liège","Verviers",63072
"20-29","M","Spa",659,"Wallonia","Liège","Verviers",63072
"30-39","M","Spa",586,"Wallonia","Liège","Verviers",63072
"40-49","M","Spa",581,"Wallonia","Liège","Verviers",63072
"50-59","M","Spa",689,"Wallonia","Liège","Verviers",63072
"60-69","M","Spa",723,"Wallonia","Liège","Verviers",63072
"70-79","M","Spa",460,"Wallonia","Liège","Verviers",63072
"80-89","M","Spa",237,"Wallonia","Liège","Verviers",63072
"90+","M","Spa",37,"Wallonia","Liège","Verviers",63072
"All","M","Spa",4912,"Wallonia","Liège","Verviers",63072
"0-9","All","Spa",852,"Wallonia","Liège","Verviers",63072
"10-19","All","Spa",1047,"Wallonia","Liège","Verviers",63072
"20-29","All","Spa",1235,"Wallonia","Liège","Verviers",63072
"30-39","All","Spa",1107,"Wallonia","Liège","Verviers",63072
"40-49","All","Spa",1144,"Wallonia","Liège","Verviers",63072
"50-59","All","Spa",1400,"Wallonia","Liège","Verviers",63072
"60-69","All","Spa",1529,"Wallonia","Liège","Verviers",63072
"70-79","All","Spa",1024,"Wallonia","Liège","Verviers",63072
"80-89","All","Spa",648,"Wallonia","Liège","Verviers",63072
"90+","All","Spa",163,"Wallonia","Liège","Verviers",63072
"All","All","Spa",10149,"Wallonia","Liège","Verviers",63072
"0-9","F","Spiere-Helkijn",123,"Flanders","West-Vlaanderen","Kortrijk",34043
"10-19","F","Spiere-Helkijn",117,"Flanders","West-Vlaanderen","Kortrijk",34043
"20-29","F","Spiere-Helkijn",131,"Flanders","West-Vlaanderen","Kortrijk",34043
"30-39","F","Spiere-Helkijn",126,"Flanders","West-Vlaanderen","Kortrijk",34043
"40-49","F","Spiere-Helkijn",152,"Flanders","West-Vlaanderen","Kortrijk",34043
"50-59","F","Spiere-Helkijn",167,"Flanders","West-Vlaanderen","Kortrijk",34043
"60-69","F","Spiere-Helkijn",118,"Flanders","West-Vlaanderen","Kortrijk",34043
"70-79","F","Spiere-Helkijn",77,"Flanders","West-Vlaanderen","Kortrijk",34043
"80-89","F","Spiere-Helkijn",47,"Flanders","West-Vlaanderen","Kortrijk",34043
"90+","F","Spiere-Helkijn",9,"Flanders","West-Vlaanderen","Kortrijk",34043
"All","F","Spiere-Helkijn",1067,"Flanders","West-Vlaanderen","Kortrijk",34043
"0-9","M","Spiere-Helkijn",111,"Flanders","West-Vlaanderen","Kortrijk",34043
"10-19","M","Spiere-Helkijn",144,"Flanders","West-Vlaanderen","Kortrijk",34043
"20-29","M","Spiere-Helkijn",125,"Flanders","West-Vlaanderen","Kortrijk",34043
"30-39","M","Spiere-Helkijn",122,"Flanders","West-Vlaanderen","Kortrijk",34043
"40-49","M","Spiere-Helkijn",139,"Flanders","West-Vlaanderen","Kortrijk",34043
"50-59","M","Spiere-Helkijn",165,"Flanders","West-Vlaanderen","Kortrijk",34043
"60-69","M","Spiere-Helkijn",98,"Flanders","West-Vlaanderen","Kortrijk",34043
"70-79","M","Spiere-Helkijn",68,"Flanders","West-Vlaanderen","Kortrijk",34043
"80-89","M","Spiere-Helkijn",31,"Flanders","West-Vlaanderen","Kortrijk",34043
"90+","M","Spiere-Helkijn",1,"Flanders","West-Vlaanderen","Kortrijk",34043
"All","M","Spiere-Helkijn",1004,"Flanders","West-Vlaanderen","Kortrijk",34043
"0-9","All","Spiere-Helkijn",234,"Flanders","West-Vlaanderen","Kortrijk",34043
"10-19","All","Spiere-Helkijn",261,"Flanders","West-Vlaanderen","Kortrijk",34043
"20-29","All","Spiere-Helkijn",256,"Flanders","West-Vlaanderen","Kortrijk",34043
"30-39","All","Spiere-Helkijn",248,"Flanders","West-Vlaanderen","Kortrijk",34043
"40-49","All","Spiere-Helkijn",291,"Flanders","West-Vlaanderen","Kortrijk",34043
"50-59","All","Spiere-Helkijn",332,"Flanders","West-Vlaanderen","Kortrijk",34043
"60-69","All","Spiere-Helkijn",216,"Flanders","West-Vlaanderen","Kortrijk",34043
"70-79","All","Spiere-Helkijn",145,"Flanders","West-Vlaanderen","Kortrijk",34043
"80-89","All","Spiere-Helkijn",78,"Flanders","West-Vlaanderen","Kortrijk",34043
"90+","All","Spiere-Helkijn",10,"Flanders","West-Vlaanderen","Kortrijk",34043
"All","All","Spiere-Helkijn",2071,"Flanders","West-Vlaanderen","Kortrijk",34043
"0-9","F","Sprimont",788,"Wallonia","Liège","Liège",62100
"10-19","F","Sprimont",921,"Wallonia","Liège","Liège",62100
"20-29","F","Sprimont",894,"Wallonia","Liège","Liège",62100
"30-39","F","Sprimont",992,"Wallonia","Liège","Liège",62100
"40-49","F","Sprimont",1043,"Wallonia","Liège","Liège",62100
"50-59","F","Sprimont",1020,"Wallonia","Liège","Liège",62100
"60-69","F","Sprimont",937,"Wallonia","Liège","Liège",62100
"70-79","F","Sprimont",603,"Wallonia","Liège","Liège",62100
"80-89","F","Sprimont",379,"Wallonia","Liège","Liège",62100
"90+","F","Sprimont",131,"Wallonia","Liège","Liège",62100
"All","F","Sprimont",7708,"Wallonia","Liège","Liège",62100
"0-9","M","Sprimont",794,"Wallonia","Liège","Liège",62100
"10-19","M","Sprimont",878,"Wallonia","Liège","Liège",62100
"20-29","M","Sprimont",874,"Wallonia","Liège","Liège",62100
"30-39","M","Sprimont",919,"Wallonia","Liège","Liège",62100
"40-49","M","Sprimont",1002,"Wallonia","Liège","Liège",62100
"50-59","M","Sprimont",1032,"Wallonia","Liège","Liège",62100
"60-69","M","Sprimont",899,"Wallonia","Liège","Liège",62100
"70-79","M","Sprimont",540,"Wallonia","Liège","Liège",62100
"80-89","M","Sprimont",229,"Wallonia","Liège","Liège",62100
"90+","M","Sprimont",34,"Wallonia","Liège","Liège",62100
"All","M","Sprimont",7201,"Wallonia","Liège","Liège",62100
