"AGEGROUP","SEX","MUNTY","POPULATION","REGION","PROVINCE","DISTRICT","CD_REFNIS"
"20-29","All","Andenne",3422,"Wallonia","Namur","Namur",92003
"30-39","All","Andenne",3740,"Wallonia","Namur","Namur",92003
"40-49","All","Andenne",3536,"Wallonia","Namur","Namur",92003
"50-59","All","Andenne",3721,"Wallonia","Namur","Namur",92003
"60-69","All","Andenne",3261,"Wallonia","Namur","Namur",92003
"70-79","All","Andenne",2032,"Wallonia","Namur","Namur",92003
"80-89","All","Andenne",1110,"Wallonia","Namur","Namur",92003
"90+","All","Andenne",260,"Wallonia","Namur","Namur",92003
"All","All","Andenne",27573,"Wallonia","Namur","Namur",92003
"0-9","F","Anderlecht",9164,"Brussels","Brussel","Brussel-Hoofdstad",21001
"10-19","F","Anderlecht",7733,"Brussels","Brussel","Brussel-Hoofdstad",21001
"20-29","F","Anderlecht",8407,"Brussels","Brussel","Brussel-Hoofdstad",21001
"30-39","F","Anderlecht",8931,"Brussels","Brussel","Brussel-Hoofdstad",21001
"40-49","F","Anderlecht",7864,"Brussels","Brussel","Brussel-Hoofdstad",21001
"50-59","F","Anderlecht",6639,"Brussels","Brussel","Brussel-Hoofdstad",21001
"60-69","F","Anderlecht",5044,"Brussels","Brussel","Brussel-Hoofdstad",21001
"70-79","F","Anderlecht",3499,"Brussels","Brussel","Brussel-Hoofdstad",21001
"80-89","F","Anderlecht",2539,"Brussels","Brussel","Brussel-Hoofdstad",21001
"90+","F","Anderlecht",726,"Brussels","Brussel","Brussel-Hoofdstad",21001
"All","F","Anderlecht",60546,"Brussels","Brussel","Brussel-Hoofdstad",21001
"0-9","M","Anderlecht",9448,"Brussels","Brussel","Brussel-Hoofdstad",21001
"10-19","M","Anderlecht",8161,"Brussels","Brussel","Brussel-Hoofdstad",21001
"20-29","M","Anderlecht",8249,"Brussels","Brussel","Brussel-Hoofdstad",21001
"30-39","M","Anderlecht",8907,"Brussels","Brussel","Brussel-Hoofdstad",21001
"40-49","M","Anderlecht",9042,"Brussels","Brussel","Brussel-Hoofdstad",21001
"50-59","M","Anderlecht",7526,"Brussels","Brussel","Brussel-Hoofdstad",21001
"60-69","M","Anderlecht",4681,"Brussels","Brussel","Brussel-Hoofdstad",21001
"70-79","M","Anderlecht",2629,"Brussels","Brussel","Brussel-Hoofdstad",21001
"80-89","M","Anderlecht",1449,"Brussels","Brussel","Brussel-Hoofdstad",21001
"90+","M","Anderlecht",249,"Brussels","Brussel","Brussel-Hoofdstad",21001
"All","M","Anderlecht",60341,"Brussels","Brussel","Brussel-Hoofdstad",21001
"0-9","All","Anderlecht",18612,"Brussels","Brussel","Brussel-Hoofdstad",21001
"10-19","All","Anderlecht",15894,"Brussels","Brussel","Brussel-Hoofdstad",21001
"20-29","All","Anderlecht",16656,"Brussels","Brussel","Brussel-Hoofdstad",21001
"30-39","All","Anderlecht",17838,"Brussels","Brussel","Brussel-Hoofdstad",21001
"40-49","All","Anderlecht",16906,"Brussels","Brussel","Brussel-Hoofdstad",21001
"50-59","All","Anderlecht",14165,"Brussels","Brussel","Brussel-Hoofdstad",21001
"60-69","All","Anderlecht",9725,"Brussels","Brussel","Brussel-Hoofdstad",21001
"70-79","All","Anderlecht",6128,"Brussels","Brussel","Brussel-Hoofdstad",21001
"80-89","All","Anderlecht",3988,"Brussels","Brussel","Brussel-Hoofdstad",21001
"90+","All","Anderlecht",975,"Brussels","Brussel","Brussel-Hoofdstad",21001
"All","All","Anderlecht",120887,"Brussels","Brussel","Brussel-Hoofdstad",21001
"0-9","F","Anderlues",696,"Wallonia","Hainaut","Thuin",56001
"10-19","F","Anderlues",685,"Wallonia","Hainaut","Thuin",56001
"20-29","F","Anderlues",763,"Wallonia","Hainaut","Thuin",56001
"30-39","F","Anderlues",798,"Wallonia","Hainaut","Thuin",56001
"40-49","F","Anderlues",809,"Wallonia","Hainaut","Thuin",56001
"50-59","F","Anderlues",789,"Wallonia","Hainaut","Thuin",56001
"60-69","F","Anderlues",804,"Wallonia","Hainaut","Thuin",56001
"70-79","F","Anderlues",504,"Wallonia","Hainaut","Thuin",56001
"80-89","F","Anderlues",362,"Wallonia","Hainaut","Thuin",56001
"90+","F","Anderlues",101,"Wallonia","Hainaut","Thuin",56001
"All","F","Anderlues",6311,"Wallonia","Hainaut","Thuin",56001
"0-9","M","Anderlues",734,"Wallonia","Hainaut","Thuin",56001
"10-19","M","Anderlues",721,"Wallonia","Hainaut","Thuin",56001
"20-29","M","Anderlues",749,"Wallonia","Hainaut","Thuin",56001
"30-39","M","Anderlues",849,"Wallonia","Hainaut","Thuin",56001
"40-49","M","Anderlues",819,"Wallonia","Hainaut","Thuin",56001
"50-59","M","Anderlues",838,"Wallonia","Hainaut","Thuin",56001
"60-69","M","Anderlues",693,"Wallonia","Hainaut","Thuin",56001
"70-79","M","Anderlues",431,"Wallonia","Hainaut","Thuin",56001
"80-89","M","Anderlues",189,"Wallonia","Hainaut","Thuin",56001
"90+","M","Anderlues",28,"Wallonia","Hainaut","Thuin",56001
"All","M","Anderlues",6051,"Wallonia","Hainaut","Thuin",56001
"0-9","All","Anderlues",1430,"Wallonia","Hainaut","Thuin",56001
"10-19","All","Anderlues",1406,"Wallonia","Hainaut","Thuin",56001
"20-29","All","Anderlues",1512,"Wallonia","Hainaut","Thuin",56001
"30-39","All","Anderlues",1647,"Wallonia","Hainaut","Thuin",56001
"40-49","All","Anderlues",1628,"Wallonia","Hainaut","Thuin",56001
"50-59","All","Anderlues",1627,"Wallonia","Hainaut","Thuin",56001
"60-69","All","Anderlues",1497,"Wallonia","Hainaut","Thuin",56001
"70-79","All","Anderlues",935,"Wallonia","Hainaut","Thuin",56001
"80-89","All","Anderlues",551,"Wallonia","Hainaut","Thuin",56001
"90+","All","Anderlues",129,"Wallonia","Hainaut","Thuin",56001
"All","All","Anderlues",12362,"Wallonia","Hainaut","Thuin",56001
"0-9","F","Anhée",387,"Wallonia","Namur","Dinant",91005
"10-19","F","Anhée",417,"Wallonia","Namur","Dinant",91005
"20-29","F","Anhée",397,"Wallonia","Namur","Dinant",91005
"30-39","F","Anhée",465,"Wallonia","Namur","Dinant",91005
"40-49","F","Anhée",472,"Wallonia","Namur","Dinant",91005
"50-59","F","Anhée",508,"Wallonia","Namur","Dinant",91005
"60-69","F","Anhée",450,"Wallonia","Namur","Dinant",91005
"70-79","F","Anhée",309,"Wallonia","Namur","Dinant",91005
"80-89","F","Anhée",198,"Wallonia","Namur","Dinant",91005
"90+","F","Anhée",50,"Wallonia","Namur","Dinant",91005
"All","F","Anhée",3653,"Wallonia","Namur","Dinant",91005
"0-9","M","Anhée",375,"Wallonia","Namur","Dinant",91005
"10-19","M","Anhée",416,"Wallonia","Namur","Dinant",91005
"20-29","M","Anhée",429,"Wallonia","Namur","Dinant",91005
"30-39","M","Anhée",449,"Wallonia","Namur","Dinant",91005
"40-49","M","Anhée",470,"Wallonia","Namur","Dinant",91005
"50-59","M","Anhée",484,"Wallonia","Namur","Dinant",91005
"60-69","M","Anhée",434,"Wallonia","Namur","Dinant",91005
"70-79","M","Anhée",292,"Wallonia","Namur","Dinant",91005
"80-89","M","Anhée",118,"Wallonia","Namur","Dinant",91005
"90+","M","Anhée",23,"Wallonia","Namur","Dinant",91005
"All","M","Anhée",3490,"Wallonia","Namur","Dinant",91005
"0-9","All","Anhée",762,"Wallonia","Namur","Dinant",91005
"10-19","All","Anhée",833,"Wallonia","Namur","Dinant",91005
"20-29","All","Anhée",826,"Wallonia","Namur","Dinant",91005
"30-39","All","Anhée",914,"Wallonia","Namur","Dinant",91005
"40-49","All","Anhée",942,"Wallonia","Namur","Dinant",91005
"50-59","All","Anhée",992,"Wallonia","Namur","Dinant",91005
"60-69","All","Anhée",884,"Wallonia","Namur","Dinant",91005
"70-79","All","Anhée",601,"Wallonia","Namur","Dinant",91005
"80-89","All","Anhée",316,"Wallonia","Namur","Dinant",91005
"90+","All","Anhée",73,"Wallonia","Namur","Dinant",91005
"All","All","Anhée",7143,"Wallonia","Namur","Dinant",91005
"0-9","F","Ans",1578,"Wallonia","Liège","Liège",62003
"10-19","F","Ans",1600,"Wallonia","Liège","Liège",62003
"20-29","F","Ans",1673,"Wallonia","Liège","Liège",62003
"30-39","F","Ans",1782,"Wallonia","Liège","Liège",62003
"40-49","F","Ans",1788,"Wallonia","Liège","Liège",62003
"50-59","F","Ans",1970,"Wallonia","Liège","Liège",62003
"60-69","F","Ans",2003,"Wallonia","Liège","Liège",62003
"70-79","F","Ans",1431,"Wallonia","Liège","Liège",62003
"80-89","F","Ans",880,"Wallonia","Liège","Liège",62003
"90+","F","Ans",215,"Wallonia","Liège","Liège",62003
"All","F","Ans",14920,"Wallonia","Liège","Liège",62003
"0-9","M","Ans",1701,"Wallonia","Liège","Liège",62003
"10-19","M","Ans",1720,"Wallonia","Liège","Liège",62003
"20-29","M","Ans",1636,"Wallonia","Liège","Liège",62003
"30-39","M","Ans",1728,"Wallonia","Liège","Liège",62003
"40-49","M","Ans",1779,"Wallonia","Liège","Liège",62003
"50-59","M","Ans",1807,"Wallonia","Liège","Liège",62003
"60-69","M","Ans",1704,"Wallonia","Liège","Liège",62003
"70-79","M","Ans",1010,"Wallonia","Liège","Liège",62003
"80-89","M","Ans",543,"Wallonia","Liège","Liège",62003
"90+","M","Ans",50,"Wallonia","Liège","Liège",62003
"All","M","Ans",13678,"Wallonia","Liège","Liège",62003
"0-9","All","Ans",3279,"Wallonia","Liège","Liège",62003
"10-19","All","Ans",3320,"Wallonia","Liège","Liège",62003
"20-29","All","Ans",3309,"Wallonia","Liège","Liège",62003
"30-39","All","Ans",3510,"Wallonia","Liège","Liège",62003
"40-49","All","Ans",3567,"Wallonia","Liège","Liège",62003
"50-59","All","Ans",3777,"Wallonia","Liège","Liège",62003
"60-69","All","Ans",3707,"Wallonia","Liège","Liège",62003
"70-79","All","Ans",2441,"Wallonia","Liège","Liège",62003
"80-89","All","Ans",1423,"Wallonia","Liège","Liège",62003
"90+","All","Ans",265,"Wallonia","Liège","Liège",62003
"All","All","Ans",28598,"Wallonia","Liège","Liège",62003
"0-9","F","Anthisnes",217,"Wallonia","Liège","Huy",61079
"10-19","F","Anthisnes",261,"Wallonia","Liège","Huy",61079
"20-29","F","Anthisnes",225,"Wallonia","Liège","Huy",61079
"30-39","F","Anthisnes",277,"Wallonia","Liège","Huy",61079
"40-49","F","Anthisnes",286,"Wallonia","Liège","Huy",61079
"50-59","F","Anthisnes",315,"Wallonia","Liège","Huy",61079
"60-69","F","Anthisnes",273,"Wallonia","Liège","Huy",61079
"70-79","F","Anthisnes",165,"Wallonia","Liège","Huy",61079
"80-89","F","Anthisnes",92,"Wallonia","Liège","Huy",61079
"90+","F","Anthisnes",20,"Wallonia","Liège","Huy",61079
"All","F","Anthisnes",2131,"Wallonia","Liège","Huy",61079
"0-9","M","Anthisnes",221,"Wallonia","Liège","Huy",61079
"10-19","M","Anthisnes",259,"Wallonia","Liège","Huy",61079
"20-29","M","Anthisnes",237,"Wallonia","Liège","Huy",61079
"30-39","M","Anthisnes",252,"Wallonia","Liège","Huy",61079
"40-49","M","Anthisnes",268,"Wallonia","Liège","Huy",61079
"50-59","M","Anthisnes",321,"Wallonia","Liège","Huy",61079
"60-69","M","Anthisnes",275,"Wallonia","Liège","Huy",61079
"70-79","M","Anthisnes",159,"Wallonia","Liège","Huy",61079
"80-89","M","Anthisnes",62,"Wallonia","Liège","Huy",61079
"90+","M","Anthisnes",13,"Wallonia","Liège","Huy",61079
"All","M","Anthisnes",2067,"Wallonia","Liège","Huy",61079
"0-9","All","Anthisnes",438,"Wallonia","Liège","Huy",61079
"10-19","All","Anthisnes",520,"Wallonia","Liège","Huy",61079
"20-29","All","Anthisnes",462,"Wallonia","Liège","Huy",61079
"30-39","All","Anthisnes",529,"Wallonia","Liège","Huy",61079
"40-49","All","Anthisnes",554,"Wallonia","Liège","Huy",61079
"50-59","All","Anthisnes",636,"Wallonia","Liège","Huy",61079
"60-69","All","Anthisnes",548,"Wallonia","Liège","Huy",61079
"70-79","All","Anthisnes",324,"Wallonia","Liège","Huy",61079
"80-89","All","Anthisnes",154,"Wallonia","Liège","Huy",61079
"90+","All","Anthisnes",33,"Wallonia","Liège","Huy",61079
"All","All","Anthisnes",4198,"Wallonia","Liège","Huy",61079
"0-9","F","Antoing",398,"Wallonia","Hainaut","Tournai-Mouscron",57003
"10-19","F","Antoing",464,"Wallonia","Hainaut","Tournai-Mouscron",57003
"20-29","F","Antoing",461,"Wallonia","Hainaut","Tournai-Mouscron",57003
"30-39","F","Antoing",476,"Wallonia","Hainaut","Tournai-Mouscron",57003
"40-49","F","Antoing",497,"Wallonia","Hainaut","Tournai-Mouscron",57003
"50-59","F","Antoing",541,"Wallonia","Hainaut","Tournai-Mouscron",57003
"60-69","F","Antoing",468,"Wallonia","Hainaut","Tournai-Mouscron",57003
"70-79","F","Antoing",342,"Wallonia","Hainaut","Tournai-Mouscron",57003
"80-89","F","Antoing",226,"Wallonia","Hainaut","Tournai-Mouscron",57003
"90+","F","Antoing",65,"Wallonia","Hainaut","Tournai-Mouscron",57003
"All","F","Antoing",3938,"Wallonia","Hainaut","Tournai-Mouscron",57003
"0-9","M","Antoing",445,"Wallonia","Hainaut","Tournai-Mouscron",57003
"10-19","M","Antoing",496,"Wallonia","Hainaut","Tournai-Mouscron",57003
"20-29","M","Antoing",430,"Wallonia","Hainaut","Tournai-Mouscron",57003
"30-39","M","Antoing",529,"Wallonia","Hainaut","Tournai-Mouscron",57003
"40-49","M","Antoing",516,"Wallonia","Hainaut","Tournai-Mouscron",57003
"50-59","M","Antoing",529,"Wallonia","Hainaut","Tournai-Mouscron",57003
"60-69","M","Antoing",415,"Wallonia","Hainaut","Tournai-Mouscron",57003
"70-79","M","Antoing",273,"Wallonia","Hainaut","Tournai-Mouscron",57003
"80-89","M","Antoing",124,"Wallonia","Hainaut","Tournai-Mouscron",57003
"90+","M","Antoing",19,"Wallonia","Hainaut","Tournai-Mouscron",57003
"All","M","Antoing",3776,"Wallonia","Hainaut","Tournai-Mouscron",57003
"0-9","All","Antoing",843,"Wallonia","Hainaut","Tournai-Mouscron",57003
"10-19","All","Antoing",960,"Wallonia","Hainaut","Tournai-Mouscron",57003
"20-29","All","Antoing",891,"Wallonia","Hainaut","Tournai-Mouscron",57003
"30-39","All","Antoing",1005,"Wallonia","Hainaut","Tournai-Mouscron",57003
"40-49","All","Antoing",1013,"Wallonia","Hainaut","Tournai-Mouscron",57003
"50-59","All","Antoing",1070,"Wallonia","Hainaut","Tournai-Mouscron",57003
"60-69","All","Antoing",883,"Wallonia","Hainaut","Tournai-Mouscron",57003
"70-79","All","Antoing",615,"Wallonia","Hainaut","Tournai-Mouscron",57003
"80-89","All","Antoing",350,"Wallonia","Hainaut","Tournai-Mouscron",57003
"90+","All","Antoing",84,"Wallonia","Hainaut","Tournai-Mouscron",57003
"All","All","Antoing",7714,"Wallonia","Hainaut","Tournai-Mouscron",57003
"0-9","F","Antwerpen",34657,"Flanders","Antwerpen","Antwerpen",11002
"10-19","F","Antwerpen",29442,"Flanders","Antwerpen","Antwerpen",11002
"20-29","F","Antwerpen",37210,"Flanders","Antwerpen","Antwerpen",11002
"30-39","F","Antwerpen",39368,"Flanders","Antwerpen","Antwerpen",11002
"40-49","F","Antwerpen",32236,"Flanders","Antwerpen","Antwerpen",11002
"50-59","F","Antwerpen",28932,"Flanders","Antwerpen","Antwerpen",11002
"60-69","F","Antwerpen",25367,"Flanders","Antwerpen","Antwerpen",11002
"70-79","F","Antwerpen",19517,"Flanders","Antwerpen","Antwerpen",11002
"80-89","F","Antwerpen",13929,"Flanders","Antwerpen","Antwerpen",11002
"90+","F","Antwerpen",3826,"Flanders","Antwerpen","Antwerpen",11002
"All","F","Antwerpen",264484,"Flanders","Antwerpen","Antwerpen",11002
"0-9","M","Antwerpen",36062,"Flanders","Antwerpen","Antwerpen",11002
"10-19","M","Antwerpen",30988,"Flanders","Antwerpen","Antwerpen",11002
"20-29","M","Antwerpen",37465,"Flanders","Antwerpen","Antwerpen",11002
"30-39","M","Antwerpen",41075,"Flanders","Antwerpen","Antwerpen",11002
"40-49","M","Antwerpen",35811,"Flanders","Antwerpen","Antwerpen",11002
"50-59","M","Antwerpen",32158,"Flanders","Antwerpen","Antwerpen",11002
"60-69","M","Antwerpen",24412,"Flanders","Antwerpen","Antwerpen",11002
"70-79","M","Antwerpen",16187,"Flanders","Antwerpen","Antwerpen",11002
"80-89","M","Antwerpen",9059,"Flanders","Antwerpen","Antwerpen",11002
"90+","M","Antwerpen",1546,"Flanders","Antwerpen","Antwerpen",11002
"All","M","Antwerpen",264763,"Flanders","Antwerpen","Antwerpen",11002
"0-9","All","Antwerpen",70719,"Flanders","Antwerpen","Antwerpen",11002
"10-19","All","Antwerpen",60430,"Flanders","Antwerpen","Antwerpen",11002
"20-29","All","Antwerpen",74675,"Flanders","Antwerpen","Antwerpen",11002
"30-39","All","Antwerpen",80443,"Flanders","Antwerpen","Antwerpen",11002
"40-49","All","Antwerpen",68047,"Flanders","Antwerpen","Antwerpen",11002
"50-59","All","Antwerpen",61090,"Flanders","Antwerpen","Antwerpen",11002
"60-69","All","Antwerpen",49779,"Flanders","Antwerpen","Antwerpen",11002
"70-79","All","Antwerpen",35704,"Flanders","Antwerpen","Antwerpen",11002
"80-89","All","Antwerpen",22988,"Flanders","Antwerpen","Antwerpen",11002
"90+","All","Antwerpen",5372,"Flanders","Antwerpen","Antwerpen",11002
"All","All","Antwerpen",529247,"Flanders","Antwerpen","Antwerpen",11002
"0-9","F","Anzegem",738,"Flanders","West-Vlaanderen","Kortrijk",34002
"10-19","F","Anzegem",817,"Flanders","West-Vlaanderen","Kortrijk",34002
"20-29","F","Anzegem",802,"Flanders","West-Vlaanderen","Kortrijk",34002
"30-39","F","Anzegem",883,"Flanders","West-Vlaanderen","Kortrijk",34002
"40-49","F","Anzegem",992,"Flanders","West-Vlaanderen","Kortrijk",34002
"50-59","F","Anzegem",1026,"Flanders","West-Vlaanderen","Kortrijk",34002
"60-69","F","Anzegem",867,"Flanders","West-Vlaanderen","Kortrijk",34002
"70-79","F","Anzegem",671,"Flanders","West-Vlaanderen","Kortrijk",34002
"80-89","F","Anzegem",463,"Flanders","West-Vlaanderen","Kortrijk",34002
"90+","F","Anzegem",96,"Flanders","West-Vlaanderen","Kortrijk",34002
"All","F","Anzegem",7355,"Flanders","West-Vlaanderen","Kortrijk",34002
"0-9","M","Anzegem",810,"Flanders","West-Vlaanderen","Kortrijk",34002
"10-19","M","Anzegem",894,"Flanders","West-Vlaanderen","Kortrijk",34002
"20-29","M","Anzegem",858,"Flanders","West-Vlaanderen","Kortrijk",34002
"30-39","M","Anzegem",928,"Flanders","West-Vlaanderen","Kortrijk",34002
"40-49","M","Anzegem",1010,"Flanders","West-Vlaanderen","Kortrijk",34002
"50-59","M","Anzegem",1103,"Flanders","West-Vlaanderen","Kortrijk",34002
"60-69","M","Anzegem",847,"Flanders","West-Vlaanderen","Kortrijk",34002
"70-79","M","Anzegem",622,"Flanders","West-Vlaanderen","Kortrijk",34002
"80-89","M","Anzegem",309,"Flanders","West-Vlaanderen","Kortrijk",34002
"90+","M","Anzegem",45,"Flanders","West-Vlaanderen","Kortrijk",34002
"All","M","Anzegem",7426,"Flanders","West-Vlaanderen","Kortrijk",34002
"0-9","All","Anzegem",1548,"Flanders","West-Vlaanderen","Kortrijk",34002
"10-19","All","Anzegem",1711,"Flanders","West-Vlaanderen","Kortrijk",34002
"20-29","All","Anzegem",1660,"Flanders","West-Vlaanderen","Kortrijk",34002
"30-39","All","Anzegem",1811,"Flanders","West-Vlaanderen","Kortrijk",34002
"40-49","All","Anzegem",2002,"Flanders","West-Vlaanderen","Kortrijk",34002
"50-59","All","Anzegem",2129,"Flanders","West-Vlaanderen","Kortrijk",34002
"60-69","All","Anzegem",1714,"Flanders","West-Vlaanderen","Kortrijk",34002
"70-79","All","Anzegem",1293,"Flanders","West-Vlaanderen","Kortrijk",34002
"80-89","All","Anzegem",772,"Flanders","West-Vlaanderen","Kortrijk",34002
"90+","All","Anzegem",141,"Flanders","West-Vlaanderen","Kortrijk",34002
"All","All","Anzegem",14781,"Flanders","West-Vlaanderen","Kortrijk",34002
"0-9","F","Ardooie",455,"Flanders","West-Vlaanderen","Tielt",37020
"10-19","F","Ardooie",455,"Flanders","West-Vlaanderen","Tielt",37020
"20-29","F","Ardooie",459,"Flanders","West-Vlaanderen","Tielt",37020
"30-39","F","Ardooie",550,"Flanders","West-Vlaanderen","Tielt",37020
"40-49","F","Ardooie",518,"Flanders","West-Vlaanderen","Tielt",37020
"50-59","F","Ardooie",635,"Flanders","West-Vlaanderen","Tielt",37020
"60-69","F","Ardooie",601,"Flanders","West-Vlaanderen","Tielt",37020
"70-79","F","Ardooie",428,"Flanders","West-Vlaanderen","Tielt",37020
"80-89","F","Ardooie",345,"Flanders","West-Vlaanderen","Tielt",37020
"90+","F","Ardooie",100,"Flanders","West-Vlaanderen","Tielt",37020
"All","F","Ardooie",4546,"Flanders","West-Vlaanderen","Tielt",37020
"0-9","M","Ardooie",461,"Flanders","West-Vlaanderen","Tielt",37020
"10-19","M","Ardooie",468,"Flanders","West-Vlaanderen","Tielt",37020
"20-29","M","Ardooie",499,"Flanders","West-Vlaanderen","Tielt",37020
"30-39","M","Ardooie",572,"Flanders","West-Vlaanderen","Tielt",37020
"40-49","M","Ardooie",575,"Flanders","West-Vlaanderen","Tielt",37020
"50-59","M","Ardooie",696,"Flanders","West-Vlaanderen","Tielt",37020
"60-69","M","Ardooie",576,"Flanders","West-Vlaanderen","Tielt",37020
"70-79","M","Ardooie",414,"Flanders","West-Vlaanderen","Tielt",37020
"80-89","M","Ardooie",226,"Flanders","West-Vlaanderen","Tielt",37020
"90+","M","Ardooie",44,"Flanders","West-Vlaanderen","Tielt",37020
"All","M","Ardooie",4531,"Flanders","West-Vlaanderen","Tielt",37020
"0-9","All","Ardooie",916,"Flanders","West-Vlaanderen","Tielt",37020
"10-19","All","Ardooie",923,"Flanders","West-Vlaanderen","Tielt",37020
"20-29","All","Ardooie",958,"Flanders","West-Vlaanderen","Tielt",37020
"30-39","All","Ardooie",1122,"Flanders","West-Vlaanderen","Tielt",37020
"40-49","All","Ardooie",1093,"Flanders","West-Vlaanderen","Tielt",37020
"50-59","All","Ardooie",1331,"Flanders","West-Vlaanderen","Tielt",37020
"60-69","All","Ardooie",1177,"Flanders","West-Vlaanderen","Tielt",37020
"70-79","All","Ardooie",842,"Flanders","West-Vlaanderen","Tielt",37020
"80-89","All","Ardooie",571,"Flanders","West-Vlaanderen","Tielt",37020
"90+","All","Ardooie",144,"Flanders","West-Vlaanderen","Tielt",37020
"All","All","Ardooie",9077,"Flanders","West-Vlaanderen","Tielt",37020
"0-9","F","Arendonk",672,"Flanders","Antwerpen","Turnhout",13001
"10-19","F","Arendonk",734,"Flanders","Antwerpen","Turnhout",13001
"20-29","F","Arendonk",744,"Flanders","Antwerpen","Turnhout",13001
